total_value,asset_value,funds,risk,return,win_rate,trades,positions,date
9068,4716,4352,0.3438,0.9737,0.5172,1163,19,2002-09-12
8977,5138,3839,0.3429,0.9706,0.4937,1164,21,2002-09-13
9025,5809,3216,0.341,1,0.5038,1164,24,2002-09-16
9089,6380,2709,0.34,1,0.5219,1164,27,2002-09-17
8839,6459,2379,0.3388,0.965,0.4505,1165,29,2002-09-18
8759,6069,2689,0.3362,0.9579,0.4528,1170,27,2002-09-19
8717,5632,3085,0.3324,0.9652,0.429,1173,27,2002-09-20
8665,4733,3932,0.3275,0.9333,0.3678,1180,23,2002-09-23
8561,3778,4783,0.321,0.9116,0.3544,1188,18,2002-09-24
8646,3567,5080,0.3155,0.9955,0.3758,1192,17,2002-09-25
8686,3060,5626,0.3126,1.0078,0.352,1198,14,2002-09-26
8730,3483,5248,0.3141,1.0397,0.3806,1199,16,2002-09-27
8657,3651,5005,0.3155,0.9955,0.3449,1201,17,2002-09-30
8655,3960,4695,0.3158,0.9745,0.3041,1202,19,2002-10-01
8746,4118,4627,0.3167,1.0562,0.3219,1204,20,2002-10-02
8690,4443,4246,0.3177,1,0.3449,1204,23,2002-10-03
8659,4664,3995,0.3187,0.9752,0.3097,1205,25,2002-10-04
8558,4779,3779,0.317,0.9735,0.2737,1206,27,2002-10-07
8499,4246,4254,0.3127,0.9242,0.2737,1211,25,2002-10-08
8477,3994,4483,0.3076,0.9537,0.2594,1215,24,2002-10-09
8348,3008,5339,0.3014,0.9423,0.2772,1223,19,2002-10-10
8432,1913,6519,0.296,0.9463,0.2865,1234,11,2002-10-11
8424,2327,6097,0.2894,0.9187,0.2865,1235,13,2002-10-14
8512,2576,5936,0.2864,1.0458,0.3222,1237,14,2002-10-15
8476,2652,5823,0.2883,1.0943,0.3103,1239,15,2002-10-16
8518,3177,5340,0.2929,1,0.2611,1239,18,2002-10-17
8482,3059,5424,0.2968,1.0267,0.273,1242,18,2002-10-18
8494,3490,5004,0.2977,1,0.2925,1242,21,2002-10-21
8567,3965,4602,0.2986,1,0.2776,1242,24,2002-10-22
8584,4036,4548,0.3028,1.1277,0.3261,1244,25,2002-10-23
8643,4121,4523,0.3089,1.0622,0.3975,1246,26,2002-10-24
8534,4256,4279,0.3134,0.947,0.3975,1248,27,2002-10-25
8640,4810,3830,0.3001,0.6192,0.3975,1249,29,2002-10-28
8573,5067,3507,0.2821,0.9389,0.3975,1250,31,2002-10-29
8526,5004,3522,0.2638,0.9392,0.3797,1253,31,2002-10-30
8594,5263,3330,0.257,0.9267,0.3602,1254,33,2002-10-31
8536,5503,3033,0.2525,1,0.3859,1254,36,2002-11-01
8769,5708,3061,0.2494,0.9815,0.3621,1257,36,2002-11-04
8797,5520,3278,0.2498,1.0329,0.374,1260,36,2002-11-05
8821,5380,3441,0.2507,1.0127,0.3994,1263,36,2002-11-06
8849,5074,3775,0.2544,1.0665,0.4233,1268,34,2002-11-07
8790,5391,3399,0.257,1,0.434,1268,37,2002-11-08
8684,5629,3055,0.2592,1,0.4441,1268,40,2002-11-11
8600,5637,2963,0.2585,0.9771,0.3727,1270,41,2002-11-12
8661,5742,2919,0.257,0.9784,0.3012,1272,42,2002-11-13
8785,4975,3809,0.257,1.0469,0.3409,1281,36,2002-11-14
8856,4633,4223,0.2592,1.0411,0.3981,1286,34,2002-11-15
8952,3777,5175,0.2644,1.0726,0.4565,1297,26,2002-11-18
8900,4028,4872,0.2693,1.037,0.4803,1300,26,2002-11-19
8884,4537,4347,0.2729,1.0,0.4803,1301,28,2002-11-20
8998,4783,4215,0.2756,1.0426,0.5022,1304,28,2002-11-21
9086,3629,5457,0.2814,1.1379,0.5195,1315,20,2002-11-22
9089,4415,4674,0.2872,1,0.509,1315,23,2002-11-25
9109,4682,4428,0.2955,1.1221,0.4971,1317,24,2002-11-26
9067,5121,3946,0.306,1.2079,0.4971,1318,26,2002-11-27
9234,5434,3800,0.3175,1.0372,0.5383,1320,27,2002-11-29
9320,6042,3278,0.3247,0.9794,0.5073,1321,29,2002-12-02
9244,5984,3260,0.3292,1.1203,0.5787,1323,30,2002-12-03
9061,6295,2766,0.3323,0.996,0.5787,1324,32,2002-12-04
9079,6328,2751,0.3381,1.0617,0.6105,1327,32,2002-12-05
8775,5618,3158,0.338,0.9376,0.5738,1334,28,2002-12-06
8828,5809,3020,0.3396,1.0505,0.5629,1337,28,2002-12-09
8672,3904,4767,0.3363,0.9145,0.5391,1351,17,2002-12-10
8769,3971,4798,0.3337,0.9573,0.5534,1356,15,2002-12-11
8813,4162,4650,0.3298,1.0129,0.5534,1359,15,2002-12-12
8819,4872,3947,0.3306,1.0564,0.5599,1360,17,2002-12-13
8789,5228,3561,0.3334,1.0141,0.5585,1362,18,2002-12-16
8851,4724,4127,0.3354,0.9892,0.5656,1367,16,2002-12-17
8803,5060,3743,0.3364,1.0273,0.5299,1369,17,2002-12-18
8726,5631,3095,0.3369,1,0.4964,1369,20,2002-12-19
8756,5857,2899,0.3381,1.0088,0.5678,1370,22,2002-12-20
8773,5587,3185,0.3397,1.0384,0.544,1373,22,2002-12-23
8778,5703,3076,0.3412,0.9989,0.5797,1375,23,2002-12-24
8763,5863,2900,0.3371,0.8407,0.5083,1377,24,2002-12-26
8748,5689,3060,0.3319,1.0084,0.5355,1380,24,2002-12-27
8689,5091,3597,0.3252,0.9574,0.5021,1385,22,2002-12-30
8689,5079,3610,0.3248,1.0225,0.5736,1388,22,2002-12-31
8754,5060,3695,0.3234,0.9794,0.5771,1392,21,2003-01-02
8878,4603,4275,0.3245,1.03,0.6009,1398,18,2003-01-03
8864,5048,3815,0.3259,1.0324,0.6009,1400,19,2003-01-06
8924,5164,3760,0.3288,1.0281,0.6188,1404,18,2003-01-07
8840,5525,3314,0.3315,1.0205,0.6474,1405,20,2003-01-08
8824,5992,2833,0.3325,0.9831,0.6117,1406,22,2003-01-09
8823,6179,2644,0.3323,0.9895,0.6095,1408,23,2003-01-10
8891,6292,2599,0.3313,0.9959,0.5738,1410,24,2003-01-13
8853,5602,3251,0.3319,1.0343,0.569,1415,22,2003-01-14
8878,5569,3309,0.332,0.9719,0.5333,1418,22,2003-01-15
8821,5668,3153,0.3319,0.9913,0.569,1420,23,2003-01-16
8775,6031,2743,0.3289,0.9488,0.5214,1421,25,2003-01-17
8762,5916,2846,0.3247,0.9344,0.5071,1424,25,2003-01-21
8649,5698,2951,0.3184,0.9348,0.4357,1427,25,2003-01-22
8655,4810,3846,0.3134,0.9846,0.4417,1433,22,2003-01-23
8670,4419,4251,0.3102,0.9871,0.3845,1438,20,2003-01-24
8544,3750,4794,0.3077,0.9544,0.3131,1444,17,2003-01-27
8521,3953,4567,0.3043,0.9554,0.2595,1445,19,2003-01-28
8524,3015,5509,0.2993,0.9448,0.1881,1451,15,2003-01-29
8581,2675,5906,0.2957,0.9945,0.2417,1455,14,2003-01-30
8557,2541,6016,0.2936,0.9994,0.2417,1457,15,2003-01-31
8583,2672,5912,0.2948,1.0425,0.2774,1459,16,2003-02-03
8539,2495,6044,0.2959,0.991,0.2583,1462,15,2003-02-04
8543,2933,5610,0.297,1,0.2768,1462,18,2003-02-05
8505,3185,5320,0.2957,0.9683,0.2411,1463,20,2003-02-06
8538,3127,5410,0.2953,1.0205,0.3125,1465,21,2003-02-07
8495,3188,5307,0.2934,0.9546,0.3125,1468,21,2003-02-10
8546,2981,5565,0.2916,0.9715,0.3411,1473,19,2003-02-11
8537,2734,5802,0.2897,1.017,0.3458,1478,17,2003-02-12
8523,2529,5994,0.2886,0.9781,0.3315,1483,15,2003-02-13
8504,2924,5581,0.2869,0.9561,0.3315,1484,17,2003-02-14
8551,3152,5400,0.2839,0.9752,0.3673,1486,18,2003-02-18
8615,3335,5280,0.2819,1.01,0.4149,1489,18,2003-02-19
8609,3700,4910,0.2818,1.012,0.4327,1490,20,2003-02-20
8613,3618,4994,0.2828,1.0068,0.4327,1494,19,2003-02-21
8636,4210,4426,0.2834,1,0.3922,1494,22,2003-02-24
8605,4656,3948,0.2836,1,0.3964,1494,25,2003-02-25
8636,5063,3573,0.2836,1,0.4063,1494,28,2003-02-26
8621,5277,3344,0.2818,0.9472,0.4063,1495,30,2003-02-27
8688,5190,3498,0.2819,1.0562,0.4063,1498,30,2003-02-28
8736,5630,3107,0.2821,1,0.4353,1498,33,2003-03-03
8647,5790,2857,0.284,1.0036,0.4782,1499,35,2003-03-04
8564,5276,3289,0.2829,0.9635,0.4496,1505,32,2003-03-05
8570,5287,3284,0.2817,0.9955,0.4972,1508,32,2003-03-06
8494,4158,4337,0.2787,0.9519,0.5037,1519,24,2003-03-07
8530,4454,4075,0.278,1.0333,0.5037,1521,25,2003-03-10
8458,4446,4012,0.2769,0.9827,0.4799,1524,25,2003-03-11
8409,4244,4166,0.2772,0.9923,0.437,1529,23,2003-03-12
8422,3276,5146,0.2759,0.9849,0.4093,1538,17,2003-03-13
8488,3330,5158,0.2757,1.0183,0.426,1541,17,2003-03-14
8459,3877,4582,0.2758,1,0.4284,1541,20,2003-03-17
8595,4263,4332,0.2772,1.0229,0.4358,1543,21,2003-03-18
8625,4426,4198,0.2789,1.0288,0.4715,1545,22,2003-03-19
8620,4744,3876,0.2845,1.1221,0.4715,1546,24,2003-03-20
8702,5069,3633,0.2936,1.1333,0.5139,1547,26,2003-03-21
8700,5009,3691,0.304,1.0747,0.4901,1550,26,2003-03-24
8598,5422,3176,0.3107,1,0.5251,1550,29,2003-03-25
8727,5828,2899,0.3173,1.1286,0.5489,1551,31,2003-03-26
8710,6102,2608,0.3253,1.1221,0.6138,1552,33,2003-03-27
8710,6459,2250,0.3337,1.0114,0.6496,1553,35,2003-03-28
8644,6323,2321,0.3417,1.1179,0.6496,1556,35,2003-03-31
8691,6602,2088,0.3434,0.9198,0.621,1558,36,2003-04-01
8831,5746,3085,0.3443,0.9918,0.6416,1568,29,2003-04-02
8899,5229,3670,0.3425,1.0337,0.6476,1576,24,2003-04-03
8866,5698,3168,0.3475,1.1278,0.6529,1578,25,2003-04-04
8935,6034,2902,0.3534,1.0212,0.6648,1581,25,2003-04-07
8829,5536,3292,0.3582,0.9991,0.6433,1586,23,2003-04-08
8825,6277,2548,0.3589,1,0.6179,1586,26,2003-04-09
8786,6275,2511,0.3588,0.9991,0.5941,1589,26,2003-04-10
8804,6389,2415,0.3593,1.0155,0.6179,1591,27,2003-04-11
8768,5924,2844,0.3586,0.9644,0.6067,1597,24,2003-04-14
8828,4980,3849,0.3577,0.9941,0.5659,1604,20,2003-04-15
8908,4624,4283,0.358,1.0492,0.5454,1611,16,2003-04-16
8837,5109,3727,0.3587,0.9792,0.474,1612,18,2003-04-17
8990,5720,3271,0.3604,1.023,0.5216,1613,20,2003-04-21
8999,5234,3765,0.3634,1.0887,0.5752,1617,19,2003-04-22
9121,5305,3815,0.3683,1.0375,0.6181,1621,18,2003-04-23
9163,5227,3936,0.3763,1.1229,0.6181,1625,17,2003-04-24
9192,6142,3050,0.3815,1,0.6265,1625,20,2003-04-25
9148,6194,2954,0.3873,1.0565,0.6503,1627,21,2003-04-28
9281,6074,3208,0.391,1.0583,0.7074,1631,20,2003-04-29
9238,6905,2333,0.3948,1,0.712,1631,23,2003-04-30
9325,7422,1904,0.3974,1.0209,0.7358,1632,25,2003-05-01
9286,7893,1393,0.3981,1,0.717,1632,28,2003-05-02
9501,6590,2912,0.3994,1.0181,0.7487,1641,22,2003-05-05
9599,6332,3267,0.4033,1.1022,0.761,1646,20,2003-05-06
9641,7326,2316,0.4072,1,0.7643,1646,23,2003-05-07
9602,7143,2459,0.4118,1.0381,0.8179,1650,22,2003-05-08
9581,7931,1650,0.4131,1,0.8049,1650,25,2003-05-09
9633,8023,1610,0.4146,1.0095,0.8227,1652,26,2003-05-12
9697,7928,1769,0.4156,1.0207,0.8227,1656,25,2003-05-13
9727,8069,1658,0.4162,0.9856,0.8049,1658,26,2003-05-14
9747,8619,1128,0.4164,1,0.8182,1658,29,2003-05-15
9845,6696,3148,0.4176,1.0513,0.8052,1669,21,2003-05-16
9844,7280,2564,0.4233,1.1236,0.8052,1671,22,2003-05-19
9693,7563,2130,0.429,1.0008,0.7904,1673,23,2003-05-20
9754,8009,1745,0.4338,1.0233,0.7547,1675,24,2003-05-21
9839,6782,3057,0.4341,0.9851,0.7259,1684,18,2003-05-22
9979,7104,2875,0.4346,1.0064,0.718,1687,18,2003-05-23
9976,5999,3977,0.4378,1.107,0.7364,1694,14,2003-05-27
10133,5682,4451,0.4426,1.0341,0.7534,1699,12,2003-05-28
10150,5168,4982,0.4483,1.0348,0.7475,1705,9,2003-05-29
10137,6246,3891,0.451,1.0149,0.7605,1706,11,2003-05-30
10284,5830,4454,0.4536,1.0274,0.7605,1710,10,2003-06-02
10287,6380,3907,0.4558,1.0264,0.7605,1712,11,2003-06-03
10255,5883,4372,0.4579,1.0075,0.7783,1716,10,2003-06-04
10306,6430,3876,0.4612,1.0672,0.7923,1719,10,2003-06-05
10429,6232,4198,0.4648,1.0365,0.8053,1723,9,2003-06-06
10338,7685,2653,0.4682,1,0.7914,1723,12,2003-06-09
10315,8631,1684,0.4694,1,0.8122,1723,15,2003-06-10
10381,8257,2124,0.4707,1.0392,0.8479,1727,14,2003-06-11
10445,7162,3283,0.4726,1.0165,0.8669,1732,12,2003-06-12
10502,7918,2584,0.4756,1.037,0.8907,1734,13,2003-06-13
10392,7500,2891,0.4765,0.9739,0.8474,1738,12,2003-06-16
10557,7481,3076,0.4776,1.023,0.8474,1741,12,2003-06-17
10588,7442,3145,0.4774,0.9954,0.8355,1745,11,2003-06-18
10598,6899,3698,0.4791,1.0342,0.8176,1749,10,2003-06-19
10420,6825,3595,0.4795,0.983,0.77,1752,10,2003-06-20
10364,6755,3608,0.479,0.9658,0.7224,1755,10,2003-06-23
10243,6701,3542,0.4757,0.954,0.6688,1758,10,2003-06-24
10299,7317,2982,0.4718,0.9659,0.5974,1759,12,2003-06-25
10282,6607,3675,0.4684,0.9798,0.526,1762,12,2003-06-26
10412,6393,4018,0.4666,1.0001,0.4922,1765,12,2003-06-27
10406,4132,6274,0.4659,0.9993,0.4714,1773,7,2003-06-30
10404,4991,5413,0.4665,1.0196,0.4714,1774,9,2003-07-01
10505,4290,6214,0.4687,1.0468,0.5,1778,8,2003-07-02
10530,4877,5653,0.472,1.0365,0.5,1780,9,2003-07-03
10557,5347,5210,0.4752,1.0137,0.5536,1782,10,2003-07-07
10622,4230,6392,0.4776,1.0237,0.5536,1788,7,2003-07-08
10748,5412,5336,0.4817,1.0864,0.5893,1789,9,2003-07-09
10718,6430,4288,0.4855,1.0064,0.6071,1790,11,2003-07-10
10712,7656,3056,0.4886,1,0.6267,1790,14,2003-07-11
10778,7753,3025,0.4882,0.9829,0.6505,1793,14,2003-07-14
10810,7143,3668,0.489,1.0417,0.7041,1797,13,2003-07-15
10768,7696,3072,0.4905,1.0204,0.7755,1799,14,2003-07-16
10741,7361,3380,0.4939,1.0417,0.8112,1803,13,2003-07-17
10637,7606,3031,0.4948,0.9647,0.7874,1806,13,2003-07-18
10629,8448,2181,0.4934,0.9517,0.7517,1807,15,2003-07-21
10586,8217,2369,0.4893,0.963,0.6803,1810,15,2003-07-22
10684,8010,2674,0.4869,1.0136,0.6327,1813,15,2003-07-23
10780,8435,2345,0.4859,0.9943,0.5612,1814,17,2003-07-24
10653,6201,4452,0.4858,0.9884,0.5102,1821,13,2003-07-25
10723,5872,4850,0.4858,1.0188,0.4923,1825,12,2003-07-28
10796,6719,4077,0.4882,1.0645,0.4923,1826,14,2003-07-29
10805,7001,3804,0.4912,1.0099,0.4923,1828,15,2003-07-30
10773,7870,2904,0.4937,1,0.4841,1828,18,2003-07-31
10713,7612,3101,0.4939,0.998,0.4603,1831,18,2003-08-01
10720,7978,2742,0.4919,0.9402,0.4068,1832,20,2003-08-04
10717,7861,2856,0.4892,0.983,0.3711,1834,21,2003-08-05
10502,7813,2688,0.4842,0.9302,0.3353,1835,23,2003-08-06
10467,6427,4040,0.4793,0.9431,0.3353,1841,20,2003-08-07
10455,5818,4637,0.4737,0.9644,0.3532,1845,19,2003-08-08
10440,4489,5950,0.4698,0.977,0.3711,1853,14,2003-08-11
10499,5336,5163,0.4651,0.9205,0.3472,1854,16,2003-08-12
10586,4746,5840,0.4627,1.0318,0.4187,1858,15,2003-08-13
10582,4729,5854,0.4625,1.0415,0.4554,1863,13,2003-08-14
10601,5968,4633,0.4649,1,0.4344,1863,16,2003-08-15
10635,6588,4047,0.4674,1.0336,0.4344,1864,18,2003-08-18
10684,6531,4152,0.4692,1.0202,0.4106,1867,18,2003-08-19
10709,6089,4620,0.472,1.0322,0.429,1871,17,2003-08-20
10763,6314,4449,0.4757,1.0605,0.4766,1873,18,2003-08-21
10820,6879,3941,0.4808,1.0644,0.548,1875,19,2003-08-22
10741,7558,3183,0.4844,0.9859,0.5123,1876,21,2003-08-25
10717,8311,2406,0.4861,1,0.5489,1876,24,2003-08-26
10745,7509,3237,0.4862,1.0193,0.6084,1882,21,2003-08-27
10812,7709,3103,0.4858,0.9674,0.5905,1885,21,2003-08-28
10875,7329,3546,0.4866,1.0375,0.6298,1890,19,2003-08-29
10983,7381,3602,0.4878,1.0322,0.6834,1894,18,2003-09-02
11005,6473,4532,0.4906,1.0152,0.6732,1901,14,2003-09-03
11010,7170,3840,0.4923,1.0043,0.6518,1903,15,2003-09-04
11075,6634,4441,0.4938,1.0248,0.6907,1907,14,2003-09-05
11013,7553,3460,0.4944,0.99,0.6192,1908,16,2003-09-08
11112,8276,2836,0.4971,1.0648,0.6431,1909,18,2003-09-09
11001,8798,2203,0.4982,0.9787,0.5895,1910,20,2003-09-10
10940,8817,2123,0.4978,0.9454,0.5181,1912,21,2003-09-11
10958,7411,3547,0.494,0.9649,0.4466,1917,19,2003-09-12
11006,6286,4721,0.4927,1.0494,0.5181,1923,16,2003-09-15
11058,6498,4561,0.4936,1.0127,0.5053,1926,16,2003-09-16
11118,6534,4584,0.4965,1.026,0.5172,1929,16,2003-09-17
11115,6142,4973,0.4992,1.046,0.5886,1934,14,2003-09-18
11122,6612,4510,0.5019,1.0092,0.6029,1937,14,2003-09-19
11203,6122,5082,0.5042,1.0127,0.5922,1942,12,2003-09-22
11145,7003,4142,0.5066,1.0515,0.5667,1944,13,2003-09-23
11189,7440,3750,0.5091,1.0116,0.6024,1946,14,2003-09-24
10951,7240,3711,0.5101,0.9673,0.531,1949,14,2003-09-25
10791,6526,4265,0.5066,0.9176,0.531,1953,13,2003-09-26
10765,6534,4231,0.5003,0.9343,0.4595,1956,13,2003-09-29
10784,6668,4115,0.4956,1.0082,0.531,1958,14,2003-09-30
10783,6101,4682,0.4918,0.9476,0.531,1962,13,2003-10-01
10924,7012,3913,0.4956,1.1578,0.6024,1963,15,2003-10-02
11053,6351,4702,0.501,1.0633,0.5905,1969,12,2003-10-03
11145,5510,5636,0.509,1.0279,0.6262,1975,9,2003-10-06
11167,6334,4833,0.5144,1.0761,0.6262,1977,10,2003-10-07
11179,7359,3820,0.518,1.005,0.6262,1978,12,2003-10-08
11168,8557,2611,0.5207,1,0.5995,1978,15,2003-10-09
11121,9306,1816,0.5208,1,0.5995,1978,18,2003-10-10
11152,8770,2382,0.5217,1.0262,0.6114,1981,18,2003-10-13
11242,8198,3045,0.524,1.0423,0.5971,1986,16,2003-10-14
11334,7653,3681,0.5266,1.0132,0.6506,1990,15,2003-10-15
11222,7957,3266,0.528,0.9863,0.6864,1992,16,2003-10-16
11325,8861,2465,0.5289,1.0273,0.7578,1993,18,2003-10-17
11166,9396,1770,0.5295,1.0041,0.7578,1994,20,2003-10-20
11262,9820,1443,0.528,0.9228,0.7578,1996,21,2003-10-21
11146,9413,1733,0.524,0.9571,0.6864,1999,21,2003-10-22
11010,8563,2448,0.5186,0.9632,0.6268,2003,20,2003-10-23
11041,7583,3458,0.5157,0.9927,0.6081,2010,16,2003-10-24
11093,6771,4321,0.5136,0.9815,0.5724,2016,13,2003-10-27
11152,7285,3867,0.5128,1.0026,0.5367,2018,14,2003-10-28
11200,6557,4643,0.5133,1.0309,0.5634,2022,13,2003-10-29
11317,5769,5549,0.5157,1.0377,0.592,2028,10,2003-10-30
11301,6989,4312,0.5186,1.0207,0.6158,2029,12,2003-10-31
11280,7429,3850,0.5204,0.9953,0.5944,2031,13,2003-11-03
11338,7000,4338,0.5223,1.0436,0.6122,2035,12,2003-11-04
11291,7115,4176,0.5241,1.0139,0.6241,2038,12,2003-11-05
11315,7530,3785,0.5274,1.0447,0.6241,2040,13,2003-11-06
11415,7180,4235,0.5296,1.0069,0.6063,2044,12,2003-11-07
11278,7515,3763,0.5299,0.9595,0.6063,2046,13,2003-11-10
11197,7454,3743,0.5267,0.9369,0.6063,2049,13,2003-11-11
11185,7215,3970,0.5228,0.9889,0.6539,2052,13,2003-11-12
11336,8282,3054,0.5217,1.0424,0.6845,2053,15,2003-11-13
11503,7398,4105,0.5247,1.0601,0.7202,2059,12,2003-11-14
11346,6473,4874,0.5276,0.9871,0.7202,2065,9,2003-11-17
11346,7599,3747,0.529,0.9929,0.6845,2067,10,2003-11-18
11261,6927,4334,0.5271,0.9647,0.6131,2071,9,2003-11-19
11236,6301,4935,0.5257,0.9994,0.5595,2075,8,2003-11-20
11154,7648,3505,0.5245,1,0.5638,2075,11,2003-11-21
11181,7642,3539,0.5233,0.9667,0.4923,2077,12,2003-11-24
11311,6712,4599,0.522,0.9927,0.4804,2081,11,2003-11-25
11317,7106,4211,0.5217,1.032,0.4804,2083,12,2003-11-26
11338,7403,3935,0.5229,1.0139,0.4983,2085,13,2003-11-28
11405,8156,3248,0.525,1.0155,0.5697,2086,15,2003-12-01
11496,6405,5091,0.5276,1.0498,0.631,2093,11,2003-12-02
11519,6901,4618,0.531,1.0408,0.631,2096,11,2003-12-03
11436,8307,3128,0.534,1,0.6046,2096,14,2003-12-04
11338,8846,2492,0.5358,1.0136,0.6046,2097,16,2003-12-05
11284,9239,2044,0.5373,1.0301,0.6403,2098,18,2003-12-08
11349,9955,1394,0.5387,1,0.6503,2098,21,2003-12-09
11169,8092,3077,0.5386,0.9658,0.6622,2104,18,2003-12-10
11110,7480,3629,0.5344,0.9121,0.6444,2109,16,2003-12-11
11232,7689,3543,0.5302,0.9989,0.6401,2113,15,2003-12-12
11309,8391,2918,0.5276,1.0102,0.7116,2115,16,2003-12-15
11213,8853,2361,0.5281,1.0063,0.7116,2117,17,2003-12-16
11260,9036,2224,0.5291,1.0137,0.6877,2120,17,2003-12-17
11254,9140,2114,0.5302,1.0155,0.6877,2122,18,2003-12-18
11369,8358,3011,0.5318,1.0171,0.6592,2127,16,2003-12-19
11332,8525,2807,0.5337,1.0268,0.6694,2129,17,2003-12-22
11369,8255,3114,0.5357,1.015,0.6932,2133,16,2003-12-23
11377,8445,2932,0.537,0.9983,0.6957,2136,16,2003-12-24
11421,8420,3001,0.5378,1.01,0.6957,2139,16,2003-12-26
11475,8469,3006,0.5385,1.0139,0.6957,2142,16,2003-12-29
11530,6930,4601,0.54,1.0208,0.7125,2150,11,2003-12-30
11530,8362,3168,0.54,0.9666,0.7006,2151,13,2003-12-31
11525,9531,1994,0.5396,1,0.7506,2151,16,2004-01-02
11601,8630,2971,0.539,1.0141,0.7864,2157,13,2004-01-05
11604,8241,3363,0.54,1.0156,0.7685,2161,12,2004-01-06
11575,8710,2865,0.5414,1.0134,0.8042,2163,13,2004-01-07
11543,9888,1655,0.5424,1,0.814,2163,16,2004-01-08
11460,7622,3838,0.5421,0.9795,0.7783,2171,11,2004-01-09
11464,8245,3220,0.5418,1.0119,0.7712,2173,12,2004-01-12
11552,8080,3473,0.5417,1.0054,0.7176,2177,11,2004-01-13
11525,9085,2440,0.5422,0.9961,0.6462,2178,13,2004-01-14
11541,9675,1866,0.5411,0.9668,0.5986,2179,15,2004-01-15
11522,8445,3077,0.5406,1.0227,0.5747,2182,15,2004-01-16
11594,6719,4875,0.5409,1.0192,0.5543,2189,11,2004-01-20
11637,6720,4916,0.5421,0.9926,0.4918,2192,11,2004-01-21
11754,6741,5013,0.5434,1.0291,0.5633,2195,11,2004-01-22
11657,7774,3884,0.5434,0.9774,0.5132,2196,13,2004-01-23
11561,7539,4023,0.5445,1.0267,0.4894,2199,13,2004-01-26
11692,7025,4667,0.545,1.0128,0.4894,2203,12,2004-01-27
11546,5748,5798,0.5456,0.9789,0.418,2208,10,2004-01-28
11439,6102,5336,0.5421,0.905,0.3963,2210,11,2004-01-29
11391,5989,5402,0.5369,0.9633,0.3605,2213,11,2004-01-30
11369,3956,7413,0.5317,0.9781,0.3656,2220,7,2004-02-02
11306,4326,6980,0.5291,0.9838,0.3478,2222,8,2004-02-03
11266,4140,7126,0.5268,0.9683,0.3716,2225,8,2004-02-04
11255,4169,7087,0.5242,0.973,0.4192,2228,8,2004-02-05
11301,5005,6297,0.5212,0.969,0.3716,2230,9,2004-02-06
11408,4841,6566,0.5204,1.0331,0.392,2233,9,2004-02-09
11400,5605,5795,0.522,1.0459,0.4634,2234,11,2004-02-10
11419,5385,6033,0.5249,1.0106,0.4456,2238,10,2004-02-11
11468,5904,5564,0.5273,1.016,0.517,2240,11,2004-02-12
11464,6930,4534,0.5284,1.0061,0.5408,2241,13,2004-02-13
11468,8174,3294,0.5291,1,0.5259,2241,16,2004-02-17
11522,7662,3861,0.5298,1.0134,0.5794,2245,15,2004-02-18
11481,8145,3336,0.5301,0.9961,0.5794,2247,16,2004-02-19
11446,8365,3081,0.5303,0.9958,0.6152,2249,17,2004-02-20
11376,8477,2899,0.5296,0.9892,0.5743,2251,18,2004-02-23
11314,7415,3898,0.528,0.9667,0.5743,2256,16,2004-02-24
11356,7559,3797,0.5261,0.9869,0.5743,2259,16,2004-02-25
11360,8653,2707,0.5245,1,0.5677,2259,19,2004-02-26
11399,7837,3562,0.5245,1.0129,0.5963,2264,17,2004-02-27
11522,7258,4264,0.5253,1.0123,0.5844,2270,14,2004-03-01
11586,6265,5321,0.5271,1.0297,0.5725,2276,11,2004-03-02
11596,6867,4729,0.5298,1.0401,0.5666,2279,11,2004-03-03
11613,7938,3675,0.5322,1.0017,0.5666,2280,13,2004-03-04
11631,8670,2961,0.5333,0.9914,0.4951,2281,15,2004-03-05
11710,7925,3785,0.5339,1.0262,0.5279,2284,15,2004-03-08
11683,8391,3293,0.5333,0.9634,0.4744,2285,17,2004-03-09
11668,8869,2799,0.5331,1.0053,0.5101,2286,19,2004-03-10
11519,9151,2368,0.532,0.9984,0.4744,2287,21,2004-03-11
11455,7782,3673,0.5309,0.9624,0.4744,2292,19,2004-03-12
11566,7882,3683,0.5292,0.9885,0.4982,2295,19,2004-03-15
11515,7559,3956,0.5265,0.9684,0.4744,2299,18,2004-03-16
11481,6516,4964,0.5247,0.9911,0.4639,2306,14,2004-03-17
11528,6361,5167,0.5232,0.9952,0.4532,2310,13,2004-03-18
11586,5989,5597,0.5234,1.0207,0.4651,2315,11,2004-03-19
11569,6042,5526,0.5244,1.0125,0.4532,2318,11,2004-03-22
11470,6819,4650,0.5203,0.847,0.4056,2319,13,2004-03-23
11495,6564,4931,0.5167,1.0344,0.3818,2322,13,2004-03-24
11549,6676,4873,0.5143,1.0483,0.4532,2324,14,2004-03-25
11634,7184,4450,0.5176,1.0169,0.4175,2326,15,2004-03-26
11626,8105,3521,0.5198,1,0.4473,2326,18,2004-03-29
11691,8524,3167,0.5207,1.0101,0.4473,2327,20,2004-03-30
11754,8922,2832,0.5222,1.0376,0.5188,2328,22,2004-03-31
11764,9421,2343,0.5245,1.0219,0.5902,2329,24,2004-04-01
11942,9372,2570,0.5277,1.0359,0.6378,2332,24,2004-04-02
11927,9467,2460,0.5322,1.0814,0.7092,2334,25,2004-04-05
