99966.00000000001,98725.84950000001,1240.1504999999984,0,68,2010-01-04
99968.21969999999,99964.49919999999,3.720499999997628,2,68,2010-01-05
99692.55830000002,99654.95600000002,37.60229999999797,5,69,2010-01-06
99900.28239999997,99861.53639999997,38.745999999998276,14,62,2010-01-07
100145.3788,100145.0389,0.33990000000267173,31,46,2010-01-08
100163.20420000001,99628.2488,534.9554000000039,38,42,2010-01-11
98521.91450000001,98513.9211,7.9934000000039305,42,39,2010-01-12
99421.45509999999,99397.18319999998,24.271900000003825,43,41,2010-01-13
99372.62650000001,99342.60900000001,30.01750000000368,44,43,2010-01-14
98080.14690000002,92416.89790000001,5663.249000000003,48,39,2010-01-15
99204.87770000003,98980.90970000002,223.9680000000053,52,46,2010-01-19
96693.1523,94357.8143,2335.338000000005,54,44,2010-01-20
95017.7817,52294.1089,42723.67280000001,63,35,2010-01-21
94370.03209999998,94240.57529999997,129.4568000000072,67,32,2010-01-22
94572.7018,94446.08979999999,126.61200000000736,77,28,2010-01-25
94125.1994,94090.99019999999,34.20920000000706,82,25,2010-01-26
93126.0502,93124.48099999999,1.5692000000126427,86,22,2010-01-27
92644.1729,92626.85369999999,17.319200000012643,90,19,2010-01-28
91526.0611,29570.269399999997,61955.79170000001,93,16,2010-01-29
91740.8845,17806.0628,73934.8217,99,10,2010-02-01
91915.67850000001,91852.66200000001,63.01650000000154,99,15,2010-02-02
91546.291,91522.1845,24.106500000001574,100,16,2010-02-03
88871.24730000002,88859.55080000001,11.696500000001379,101,16,2010-02-04
88922.4891,88875.74930000001,46.73980000000137,102,17,2010-02-05
88027.08499999999,87969.82939999999,57.25560000000121,104,19,2010-02-08
89234.88110000001,89189.15110000002,45.73000000000121,104,20,2010-02-09
88791.93909999999,88599.78349999999,192.15560000000107,106,25,2010-02-10
89493.87850000002,89471.82760000002,22.050900000000638,107,29,2010-02-11
89640.0591,89617.5981,22.46099999999933,111,26,2010-02-12
91467.19919999999,90759.04389999999,708.1552999999976,115,38,2010-02-16
91833.51839999996,91659.04759999996,174.47079999999758,115,43,2010-02-17
92101.59969999999,91984.5069,117.0927999999976,115,45,2010-02-18
92863.12610000005,92757.75930000005,105.3667999999976,115,47,2010-02-19
92552.27360000001,91982.94310000002,569.3304999999976,117,54,2010-02-22
90964.11430000003,90436.08960000004,528.0246999999977,117,56,2010-02-23
92475.62910000003,91947.60440000004,528.0246999999977,117,56,2010-02-24
92556.80350000004,91918.51480000003,638.2886999999977,118,74,2010-02-25
92404.80819999998,92173.61949999999,231.1886999999977,118,76,2010-02-26
93596.30989999998,93218.47219999997,377.8376999999973,124,73,2010-03-01
93532.08389999998,92828.44619999999,703.6376999999973,126,71,2010-03-02
93760.69649999998,90061.74879999997,3698.9476999999974,130,67,2010-03-03
94572.63969999999,58508.33199999999,36064.3077,132,65,2010-03-04
95407.3645,95386.624,20.740499999999884,134,64,2010-03-05
95565.2041,95461.70360000001,103.50049999999989,135,63,2010-03-08
95724.02789999994,95498.97129999995,225.05659999999992,136,69,2010-03-09
96235.34659999998,96078.85849999997,156.48809999999978,138,73,2010-03-10
96543.89790000001,96490.3598,53.53809999999979,138,76,2010-03-11
97073.93089999999,97020.39279999999,53.53809999999979,138,76,2010-03-12
97135.57009999997,97118.93699999996,16.633099999999672,139,76,2010-03-15
99015.6286,98891.784,123.84459999999967,143,72,2010-03-16
99853.46929999998,99841.46469999998,12.004599999999641,145,71,2010-03-17
99900.34829999994,99864.42369999994,35.9245999999996,146,71,2010-03-18
99399.00329999995,99387.69269999996,11.31059999999934,150,69,2010-03-19
101003.29980000001,100991.98920000001,11.31059999999934,150,69,2010-03-22
101552.08480000003,101466.33420000003,85.75059999999934,151,68,2010-03-23
99971.54750000003,99885.79690000003,85.75059999999934,151,68,2010-03-24
100141.70099999999,100083.77049999998,57.93049999999933,153,71,2010-03-25
100258.88799999998,100211.94499999998,46.94299999999933,153,72,2010-03-26
100490.69700000001,100471.67340000001,19.023599999999078,162,65,2010-03-29
100818.21680000001,100814.90800000001,3.308799999999337,169,59,2010-03-30
99471.11819999998,99047.88689999998,423.23129999999935,173,55,2010-03-31
99899.25400000002,99895.58540000001,3.668599999997241,180,49,2010-04-01
101142.67069999999,101110.5462,32.12449999999444,192,39,2010-04-05
100926.91790000001,100894.79340000002,32.12449999999444,192,39,2010-04-06
100461.40410000001,100429.27960000002,32.12449999999444,192,39,2010-04-07
101294.31109999999,101262.1866,32.12449999999444,192,39,2010-04-08
102182.4935,102072.69900000001,109.79449999999444,194,39,2010-04-09
102289.57770000002,101929.17430000003,360.40339999999435,197,56,2010-04-12
102686.00189999999,102560.9185,125.08339999999434,197,59,2010-04-13
103114.4655,102965.37370000001,149.09179999999455,201,64,2010-04-14
102960.15439999997,102949.11489999997,11.039499999994518,202,64,2010-04-15
101049.15209999999,101036.89779999999,12.254299999994515,205,63,2010-04-16
101405.92189999999,101287.3158,118.60609999999451,207,63,2010-04-19
102531.14679999999,102395.20409999999,135.9426999999946,209,70,2010-04-20
102731.2687,102595.326,135.9426999999946,209,70,2010-04-21
102924.92509999996,102924.18639999998,0.7386999999944237,211,69,2010-04-22
103577.43030000004,103166.64310000004,410.7871999999944,213,67,2010-04-23
103677.0948,103628.72320000001,48.37159999999494,220,62,2010-04-26
101447.11749999998,101398.10839999998,49.00909999999499,224,61,2010-04-27
101246.01079999999,101208.47889999999,37.53189999999495,226,60,2010-04-28
101892.8937,101855.3618,37.53189999999495,226,60,2010-04-29
100159.43369999997,100108.82179999998,50.61189999999442,230,58,2010-04-30
