99970,94244,5726,0,59,2020-01-02
99594,97829,1765,7,55,2020-01-03
99800,99775,25,16,48,2020-01-06
100228,100195,33,24,41,2020-01-07
100591,100575,16,29,37,2020-01-08
100800,100585,215,33,38,2020-01-09
100517,100237,281,38,38,2020-01-10
101597,101362,236,39,41,2020-01-13
101972,101736,236,39,41,2020-01-14
102597,102361,236,39,41,2020-01-15
103189,102954,236,39,41,2020-01-16
102810,102574,236,39,41,2020-01-17
102699,100904,1795,42,64,2020-01-21
102758,102321,438,44,65,2020-01-22
102528,102176,353,45,66,2020-01-23
101293,101016,277,50,63,2020-01-24
100612,94762,5850,56,57,2020-01-27
101833,89020,12813,61,52,2020-01-28
101575,86297,15279,64,49,2020-01-29
101190,67575,33615,73,40,2020-01-30
100436,100407,29,78,36,2020-01-31
96413,96230,184,89,28,2020-02-03
97772,97719,53,92,27,2020-02-04
97850,97820,30,92,28,2020-02-05
97925,97220,705,94,29,2020-02-06
98985,98741,244,96,31,2020-02-07
100251,99909,342,97,37,2020-02-10
100525,100165,361,98,42,2020-02-11
101252,100891,361,98,42,2020-02-12
101015,100682,333,98,43,2020-02-13
100518,100186,333,98,43,2020-02-14
101105,99384,1720,102,54,2020-02-18
101384,100037,1346,102,56,2020-02-19
100724,99653,1071,103,58,2020-02-20
98428,95377,3051,110,57,2020-02-21
95091,91304,3787,131,37,2020-02-24
92903,42702,50201,141,27,2020-02-25
92629,9210,83419,151,17,2020-02-26
92564,4985,87579,157,11,2020-02-27
92712,3804,88908,161,7,2020-02-28
92756,611,92145,166,2,2020-03-02
92791,92791,0,166,3,2020-03-03
96408,96409,0,166,3,2020-03-04
97019,97019,0,166,3,2020-03-05
107089,107090,0,166,3,2020-03-06
107092,107092,0,166,3,2020-03-09
104360,104360,0,166,3,2020-03-10
105227,105227,0,166,3,2020-03-11
144303,143500,803,167,7,2020-03-12
138029,137838,190,168,9,2020-03-13
144100,63761,80339,174,3,2020-03-16
141085,141067,18,174,4,2020-03-17
135393,135376,18,174,4,2020-03-18
130427,104000,26427,175,3,2020-03-19
122431,70404,52028,177,1,2020-03-20
126657,126635,22,177,3,2020-03-23
124513,124503,10,178,3,2020-03-24
126219,126208,10,178,3,2020-03-25
127270,127085,185,179,8,2020-03-26
129153,129045,108,180,13,2020-03-27
129646,129027,620,181,18,2020-03-30
128781,128184,597,181,20,2020-03-31
129845,129262,583,181,21,2020-04-01
130702,127170,3532,183,63,2020-04-02
131995,130463,1532,183,69,2020-04-03
132729,130345,2383,192,66,2020-04-06
132634,131717,917,193,70,2020-04-07
134625,134100,525,193,73,2020-04-08
133744,133219,525,193,73,2020-04-09
136846,136507,339,193,76,2020-04-13
137244,136952,292,193,77,2020-04-14
139812,139520,292,193,77,2020-04-15
141625,141333,292,193,77,2020-04-16
140738,140492,245,193,78,2020-04-17
138115,136868,1246,199,74,2020-04-20
136991,134918,2073,201,72,2020-04-21
135724,134112,1613,203,72,2020-04-22
135060,132037,3023,209,67,2020-04-23
135898,135097,802,220,57,2020-04-24
138595,138380,215,225,60,2020-04-27
141250,140373,877,235,56,2020-04-28
141573,141561,13,235,59,2020-04-29
138130,138123,8,238,58,2020-04-30
135769,135732,38,241,58,2020-05-01
135916,135795,121,244,60,2020-05-04
135725,135566,159,247,59,2020-05-05
135660,135609,50,250,57,2020-05-06
139572,139422,150,251,59,2020-05-07
140613,140504,109,254,59,2020-05-08
138083,137771,312,272,44,2020-05-11
135050,134969,82,276,43,2020-05-12
133850,109511,24339,280,39,2020-05-13
134583,134473,111,285,36,2020-05-14
133389,132570,819,289,37,2020-05-15
134903,134221,682,291,41,2020-05-18
134395,134215,181,292,45,2020-05-19
134649,134481,168,292,46,2020-05-20
134014,133749,265,294,53,2020-05-21
133802,133058,744,299,50,2020-05-22
134898,132765,2133,305,65,2020-05-26
135505,133980,1526,306,65,2020-05-27
135040,131851,3189,308,65,2020-05-28
135783,132436,3347,310,70,2020-05-29
136893,135947,946,312,73,2020-06-01
138329,137542,787,313,73,2020-06-02
140722,138744,1978,315,71,2020-06-03
142863,141472,1391,316,71,2020-06-04
146292,144281,2012,317,70,2020-06-05
145742,145019,723,318,75,2020-06-08
142976,142253,723,318,75,2020-06-09
139014,137455,1558,321,73,2020-06-10
134627,132538,2089,327,69,2020-06-11
135802,121288,14514,336,60,2020-06-12
137650,89972,47678,351,45,2020-06-15
138800,138613,187,366,31,2020-06-16
138839,138768,71,369,29,2020-06-17
137909,137857,53,370,29,2020-06-18
138979,138462,517,383,19,2020-06-19
138511,137607,904,387,25,2020-06-22
135794,135579,216,388,28,2020-06-23
136029,133540,2489,390,26,2020-06-24
135938,132047,3891,391,25,2020-06-25
136752,136473,278,392,32,2020-06-26
137511,134623,2888,395,29,2020-06-29
138681,138134,547,396,36,2020-06-30
138427,138210,217,398,36,2020-07-01
139623,139619,4,400,35,2020-07-02
141583,140258,1324,404,50,2020-07-06
141109,140477,632,404,55,2020-07-07
141211,140348,863,406,55,2020-07-08
141938,141428,510,406,59,2020-07-09
141460,139622,1838,408,65,2020-07-10
141768,139512,2255,417,59,2020-07-13
143378,143278,100,417,62,2020-07-14
143650,143586,64,417,63,2020-07-15
143979,143932,47,419,63,2020-07-16
144406,144391,14,425,58,2020-07-17
145527,144730,796,428,72,2020-07-20
146192,140254,5938,430,70,2020-07-21
146400,140462,5938,430,70,2020-07-22
145741,145589,152,432,69,2020-07-23
146270,146185,84,432,70,2020-07-24
144977,144703,273,434,72,2020-07-27
145990,133639,12352,439,67,2020-07-28
146930,146661,269,441,68,2020-07-29
147189,147046,143,444,67,2020-07-30
147443,147107,337,451,62,2020-07-31
148629,148317,312,466,48,2020-08-03
148042,147742,300,468,50,2020-08-04
147551,147549,2,470,50,2020-08-05
148270,148109,161,472,54,2020-08-06
148358,148156,201,474,56,2020-08-07
146657,146242,416,476,59,2020-08-10
146230,145819,410,478,61,2020-08-11
148005,147850,154,479,63,2020-08-12
146678,146580,98,480,63,2020-08-13
147383,147200,183,483,62,2020-08-14
147596,147228,368,490,62,2020-08-17
147580,146612,968,493,61,2020-08-18
147286,147222,65,499,56,2020-08-19
147368,147361,7,505,51,2020-08-20
147670,147333,336,512,46,2020-08-21
149064,148257,807,519,46,2020-08-24
149415,149275,140,523,44,2020-08-25
149765,149056,710,524,46,2020-08-26
149217,148642,575,525,47,2020-08-27
149861,149788,73,527,46,2020-08-28
150644,149962,682,531,49,2020-08-31
152565,151982,583,534,51,2020-09-01
150811,150508,303,538,51,2020-09-02
147329,147283,46,540,52,2020-09-03
145548,145065,483,542,52,2020-09-04
144255,143911,344,552,44,2020-09-08
144718,117101,27618,561,35,2020-09-09
143487,104752,38735,567,29,2020-09-10
144859,71477,73382,575,21,2020-09-11
145657,59888,85768,580,16,2020-09-14
146039,145412,627,581,20,2020-09-15
145904,145846,58,581,22,2020-09-16
144689,144464,225,583,22,2020-09-17
142740,126208,16532,587,18,2020-09-18
141212,138187,3025,589,24,2020-09-21
139429,137187,2242,592,26,2020-09-22
137948,136182,1766,593,28,2020-09-23
139529,138246,1283,594,36,2020-09-24
141423,140826,597,598,35,2020-09-25
142355,142104,251,609,27,2020-09-28
142923,142470,453,613,28,2020-09-29
144201,143828,373,613,29,2020-09-30
145266,144692,574,616,32,2020-10-01
143234,143045,188,617,35,2020-10-02
144333,144144,188,617,35,2020-10-05
143455,141197,2258,618,57,2020-10-06
144868,143166,1703,618,61,2020-10-07
146048,144593,1455,619,64,2020-10-08
147186,143667,3518,620,74,2020-10-09
149069,147481,1588,621,75,2020-10-12
148760,147770,991,625,72,2020-10-13
148926,148887,39,625,73,2020-10-14
148814,148775,39,625,73,2020-10-15
147782,147743,39,625,73,2020-10-16
146632,145649,983,630,72,2020-10-19
146524,119754,26770,637,65,2020-10-20
146779,116830,29949,640,62,2020-10-21
146176,146091,85,643,61,2020-10-22
145574,122279,23295,650,54,2020-10-23
143572,143567,4,673,32,2020-10-26
140808,140795,14,679,27,2020-10-27
138941,135906,3035,685,21,2020-10-28
142147,131868,10279,691,15,2020-10-29
144548,144523,26,692,16,2020-10-30
148949,148875,75,695,15,2020-11-02
151475,150999,476,697,13,2020-11-03
145069,144659,411,698,17,2020-11-04
149017,148718,299,698,19,2020-11-05
148134,147475,659,700,18,2020-11-06
160978,159291,1686,701,28,2020-11-09
162210,160555,1655,701,29,2020-11-10
158736,157121,1615,701,30,2020-11-11
155993,154153,1839,702,30,2020-11-12
159343,157504,1839,702,30,2020-11-13
163128,159332,3796,703,46,2020-11-16
162339,158712,3627,704,61,2020-11-17
160315,154605,5711,706,67,2020-11-18
160769,160495,275,710,64,2020-11-19
159207,159175,32,714,61,2020-11-20
163966,163714,251,720,58,2020-11-23
169534,169447,87,726,53,2020-11-24
167153,167149,4,727,53,2020-11-25
164893,163768,1125,733,53,2020-11-27
161731,161400,331,736,55,2020-11-30
165006,164468,538,738,54,2020-12-01
167348,167317,31,740,53,2020-12-02
169037,168599,438,743,51,2020-12-03
170177,169717,461,747,57,2020-12-04
169671,168210,1461,752,57,2020-12-07
168909,167951,958,752,60,2020-12-08
168605,167740,864,753,60,2020-12-09
169458,168389,1069,755,59,2020-12-10
168519,167942,577,758,58,2020-12-11
165745,165225,520,768,52,2020-12-14
166630,166534,95,771,51,2020-12-15
166404,165409,995,772,51,2020-12-16
164773,164123,650,772,53,2020-12-17
164936,162734,2202,782,49,2020-12-18
164646,164036,610,791,47,2020-12-21
165347,165261,86,792,48,2020-12-22
164726,164726,0,795,46,2020-12-23
165026,164974,51,797,46,2020-12-24
164048,163709,340,808,40,2020-12-28
163591,163218,373,809,41,2020-12-29
163962,163678,284,810,41,2020-12-30
163431,163177,254,810,42,2020-12-31
162162,160606,1556,823,42,2021-01-04
164461,163922,539,830,45,2021-01-05
165808,164379,1430,831,53,2021-01-06
167689,166252,1437,832,55,2021-01-07
168903,167910,993,834,59,2021-01-08
168880,167687,1193,837,64,2021-01-11
168519,168475,44,838,64,2021-01-12
168715,160965,7749,839,63,2021-01-13
168814,161065,7749,839,63,2021-01-14
167916,160133,7783,840,62,2021-01-15
169116,169031,85,850,54,2021-01-19
168453,167831,622,851,54,2021-01-20
168532,166939,1593,854,52,2021-01-21
166222,164747,1475,859,49,2021-01-22
166115,162860,3255,872,43,2021-01-25
164325,164280,45,882,34,2021-01-26
160602,160555,47,885,32,2021-01-27
159830,159546,285,887,31,2021-01-28
159076,159073,4,890,29,2021-01-29
161283,160877,405,900,23,2021-02-01
162357,162323,34,901,24,2021-02-02
161829,161710,120,902,25,2021-02-03
163850,163694,156,904,25,2021-02-04
163326,163245,81,906,26,2021-02-05
163692,162565,1127,910,37,2021-02-08
164212,163474,737,910,43,2021-02-09
163064,162258,806,911,42,2021-02-10
163936,163130,806,911,42,2021-02-11
165055,164249,806,911,42,2021-02-12
165246,162825,2421,915,61,2021-02-16
164284,149292,14993,919,57,2021-02-17
163865,163856,9,920,57,2021-02-18
162756,162744,11,924,54,2021-02-19
161648,160971,676,932,49,2021-02-22
162762,157940,4821,936,45,2021-02-23
164137,153975,10162,940,41,2021-02-24
160945,142121,18824,944,37,2021-02-25
162309,161807,501,947,38,2021-02-26
165151,164898,252,953,39,2021-03-01
163679,163604,74,959,35,2021-03-02
162409,162176,232,963,32,2021-03-03
162950,162774,176,965,31,2021-03-04
165674,153662,12013,968,28,2021-03-05
165499,163981,1517,971,34,2021-03-08
166977,166771,206,972,39,2021-03-09
166714,166675,39,972,41,2021-03-10
167717,167677,39,972,41,2021-03-11
168814,168774,39,972,41,2021-03-12
170141,170101,39,972,41,2021-03-15
169855,169816,39,972,41,2021-03-16
169563,169524,39,972,41,2021-03-17
168808,167535,1273,973,47,2021-03-18
167971,166630,1341,974,46,2021-03-19
167051,163239,3812,977,65,2021-03-22
166856,164469,2388,984,68,2021-03-23
167715,163979,3736,986,66,2021-03-24
169919,169653,267,988,65,2021-03-25
173160,173072,88,992,62,2021-03-26
172722,172703,19,1001,55,2021-03-29
170683,170432,251,1003,55,2021-03-30
171006,169865,1141,1006,55,2021-03-31
172800,171869,932,1008,55,2021-04-01
174710,173895,815,1008,58,2021-04-05
172647,171120,1527,1012,73,2021-04-06
171720,169414,2307,1014,73,2021-04-07
172897,170591,2307,1014,73,2021-04-08
173640,153433,20207,1017,70,2021-04-09
173818,147868,25950,1020,67,2021-04-12
173986,173967,19,1023,65,2021-04-13
174261,142860,31401,1027,61,2021-04-14
175343,174999,343,1029,62,2021-04-15
174795,174281,513,1032,62,2021-04-16
173414,172742,672,1040,63,2021-04-19
174000,173943,58,1051,54,2021-04-20
174004,173994,10,1054,52,2021-04-21
174873,174806,67,1055,53,2021-04-22
174526,174451,75,1057,53,2021-04-23
174787,174611,176,1061,55,2021-04-26
176461,176309,152,1063,57,2021-04-27
177034,176590,444,1070,53,2021-04-28
176045,176001,44,1070,54,2021-04-29
176547,176338,209,1075,54,2021-04-30
177224,176758,466,1081,52,2021-05-03
177704,177683,21,1082,52,2021-05-04
178668,162067,16600,1087,47,2021-05-05
180782,180701,81,1088,50,2021-05-06
182266,181127,1139,1092,48,2021-05-07
180120,179717,403,1099,50,2021-05-10
177191,177020,171,1103,47,2021-05-11
176377,167419,8957,1105,45,2021-05-12
179098,178870,227,1105,47,2021-05-13
181060,180981,79,1107,47,2021-05-14
179409,179401,8,1112,43,2021-05-17
177309,177056,253,1120,36,2021-05-18
177349,172466,4883,1123,33,2021-05-19
179828,179516,312,1127,31,2021-05-20
180071,134686,45386,1132,26,2021-05-21
179900,177515,2385,1134,43,2021-05-24
180736,180182,554,1139,47,2021-05-25
182034,181916,117,1141,47,2021-05-26
